Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"AAM Davidescu, VA Strat, M Zurini…","Building a Knowledge Graph on Innovation in Horizon Europe Projects.",2024,"RuleML+ RR (Companion …","ceur-ws.org","https://ceur-ws.org/Vol-3816/paper71.pdf","https://scholar.google.com/scholar?cites=14291739448588320230&as_sdt=2005&sciodt=2007&hl=en",74,"2026-07-07 10:25:49","PDF","","",,,,,,1,0.50,0,4,2,"… the creation of a Knowledge Graph centred around innovation in H2020/HEU projects. This … models, and social network analysis will be used within the Knowledge Graph. Therefore, it …","https://ceur-ws.org/Vol-3816/paper71.pdf","https://scholar.google.com/scholar?q=related:5j2Lv051VsYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Z Kobti","Node Classification in Complex Social Graphs via Knowledge-Graph Embeddings and Convolutional Neural Network",,"academia.edu","","https://www.academia.edu/download/119905124/10.1007_2F978-3-030-50433-5_15.pdf","",75,"2026-07-07 10:25:49","PDF","","",,,,,,0,0.00,0,1,,"… Transms: knowledge graph embedding for complex relations by multidirectional semantics. In: … Multi-view knowledge graph embedding for entity alignment. In: Proceedings of the 28th …","https://www.academia.edu/download/119905124/10.1007_2F978-3-030-50433-5_15.pdf","https://scholar.google.com/scholar?q=related:Y73vhA5tzGAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
8,"AR Khobragade, SU Ghumbre","Study and analysis of various link predictions in knowledge graph: A challenging overview",2022,"Intelligent Decision …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3233/IDT-210103","https://scholar.google.com/scholar?cites=18255982647132295791&as_sdt=2005&sciodt=2007&hl=en",76,"2026-07-07 10:25:49","","10.3233/IDT-210103","",,,,,,8,2.00,4,2,4,"… This prediction issue has been defined in the social network analysis community [1]. This type … The semantic information is encoded as the knowledge graph when dealing with the link …","","https://scholar.google.com/scholar?q=related:bxIERH5HWv0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"Q Song, X Wang, R Wang","Knowledge network and visual analysis of knowledge graph research",2021,"Proceedings of the 2021 5th International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3463914.3463924","https://scholar.google.com/scholar?cites=557405475585573830&as_sdt=2005&sciodt=2007&hl=en",77,"2026-07-07 10:25:49","","10.1145/3463914.3463924","",,,,,,2,0.40,1,3,5,"… the knowledge graph field, … knowledge graph research, and provide a new perspective for the knowledge diffusion, evolution and direct connection of key nodes in the knowledge graph …","https://dl.acm.org/doi/pdf/10.1145/3463914.3463924","https://scholar.google.com/scholar?q=related:xsMiqFNNvAcJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"AD Mahajan, A Mahale, AS Deshmukh…","Knowledge Graph-based Recommendation Engine: The Review",2023,"2023 Second …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10250672/","",78,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,4,3,"… • Social Network Analysis Social network analysis is a powerful … , or mutual interactions, social network analysis identifies influential … Social network analysis enhances recommendation …","","https://scholar.google.com/scholar?q=related:I-GDcr4CA3wJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
18,"Y Jia, Z Gu, A Li","Mdata: A new knowledge representation model",2021,"Springer International Publishing. doi","Springer","https://link.springer.com/content/pdf/10.1007/978-3-030-71590-8.pdf","https://scholar.google.com/scholar?cites=10700526147037795188&as_sdt=2005&sciodt=2007&hl=en",79,"2026-07-07 10:25:49","","10.1007/978-3-030-71590-8","",,,,,,18,3.60,6,3,5,"… temporal and spatial knowledge graph model which has … In order to improve the knowledge graph, knowledge reasoning and … For social network analysis, in which information updates …","","https://scholar.google.com/scholar?q=related:dJP3P9bnf5QJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
11,"Y Sun, H Liu, Y Gao, M Zheng","Research on the policy analysis of sustainable energy based on policy knowledge graph technology—a case study in China",2023,"Systems","mdpi.com","https://www.mdpi.com/2079-8954/11/2/102","https://scholar.google.com/scholar?cites=9423876004706074820&as_sdt=2005&sciodt=2007&hl=en",80,"2026-07-07 10:25:49","HTML","","",,,,,,11,3.67,3,4,3,"… knowledge graph technology to build a knowledge graph of … The establishment of the policy knowledge graph based on … This paper introduces the knowledge graph, graph machine …","https://www.mdpi.com/2079-8954/11/2/102","https://scholar.google.com/scholar?q=related:xEDV40tVyIIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"D Singh, A Verma","An overview of heterogeneous social network analysis",2025,"Wiley Interdisciplinary Reviews: Data …","Wiley Online Library","https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.70028","https://scholar.google.com/scholar?cites=2399301705812187968&as_sdt=2005&sciodt=2007&hl=en",81,"2026-07-07 10:25:49","","10.1002/widm.70028","",,,,,,5,5.00,3,2,1,"… (https://github.com/uma-pi1/kge/blob/master/kge/model/rescal.py) Multi-relational An established technique for knowledge graph embedding (KGE) that aims to capture the semantics of …","https://wires.onlinelibrary.wiley.com/doi/pdf/10.1002/widm.70028","https://scholar.google.com/scholar?q=related:QJvsezAITCEJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"L Silva, V Silva, Y Bassoumi, P Oliveira…","Social Network Analysis Applied to Transparency in Public Procurement in Portugal",2025,"… Conference on Innovative …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-97825-8_24","",82,"2026-07-07 10:25:49","","10.1007/978-3-031-97825-8_24","",,,,,,0,0.00,0,5,1,"… knowledge graph was created to integrate data from public procurement records, including the BASE web portal contract archive. The project, based on Social Network Analysis, …","","https://scholar.google.com/scholar?q=related:_ryRnWTdTTsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
13,"S Graham, D Yates, A El-Roby…","Relationship prediction in a knowledge graph embedding model of the illicit antiquities trade",2023,"Advances in …","cambridge.org","https://www.cambridge.org/core/journals/advances-in-archaeological-practice/article/relationship-prediction-in-a-knowledge-graph-embedding-model-of-the-illicit-antiquities-trade/9B802F4BEFEA325D3221E39BCE4F3A63","https://scholar.google.com/scholar?cites=2510605977819087071&as_sdt=2005&sciodt=2007&hl=en",83,"2026-07-07 10:25:49","","","",,,,,,13,4.33,3,4,3,"… However, our approach using a knowledge graph embedding model differs from these kinds of network approaches in that we are not conducting a social network analysis of the graph. …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9B802F4BEFEA325D3221E39BCE4F3A63/S2326376823000013a.pdf/div-class-title-relationship-prediction-in-a-knowledge-graph-embedding-model-of-the-illicit-antiquities-trade-div.pdf","https://scholar.google.com/scholar?q=related:3wDhxtV21yIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"HL Shao","From Text to Network: Constructing a Knowledge Graph of Taiwan-Based China Studies Using Generative AI",2025,"arXiv preprint arXiv:2505.10093","arxiv.org","https://arxiv.org/abs/2505.10093","https://scholar.google.com/scholar?cites=3272828076519140920&as_sdt=2005&sciodt=2007&hl=en",84,"2026-07-07 10:25:49","","","",,,,,,1,1.00,1,1,1,"… how interactive design can enhance interpretability in knowledge graph analytics. The … Knowledge Centrality and Ontology: Building on the foundation of social network analysis, we …","https://arxiv.org/pdf/2505.10093","https://scholar.google.com/scholar?q=related:OC7Zn8tray0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
322,"X Zeng, X Tu, Y Liu, X Fu, Y Su","Toward better drug discovery with knowledge graph",2022,"Current opinion in structural biology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959440X21001354","https://scholar.google.com/scholar?cites=11546067469064829167&as_sdt=2005&sciodt=2007&hl=en",85,"2026-07-07 10:25:49","","","",,,,,,322,80.50,64,5,4,"… The knowledge graph is introduced to the domain of drug discovery for imposing an explicit … In this review, we summarize knowledge graph-based works that implement drug …","","https://scholar.google.com/scholar?q=related:73hNfjDfO6AJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
39,"S Liang","Knowledge graph embedding based on graph neural network",2023,"2023 IEEE 39th International Conference on Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10184660/","https://scholar.google.com/scholar?cites=7494046595546352084&as_sdt=2005&sciodt=2007&hl=en",86,"2026-07-07 10:25:49","","","",,,,,,39,13.00,39,1,3,"… informatics, and social network analysis. In these areas, data often suffer from incompleteness, inconsistency, and ambiguity, leading to an uncertain knowledge graph. Reasoning with …","https://drive.google.com/file/d/160zs4RkOAqw3s3CgcS7i0PL33wl0mLwe/view","https://scholar.google.com/scholar?q=related:1AnEaawzAGgJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"A Parnami, M Deshpande, AK Mishra, M Lee","Transformation of node to knowledge graph embeddings for faster link prediction in social networks",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2111.09308","https://scholar.google.com/scholar?cites=2269335953283949416&as_sdt=2005&sciodt=2007&hl=en",87,"2026-07-07 10:25:49","","","",,,,,,5,1.00,1,4,5,"… known as knowledge graph completion. It is similar to link prediction in social network analysis, … For knowledge graph completion, we not only determine whether there is a link between …","https://arxiv.org/pdf/2111.09308","https://scholar.google.com/scholar?q=related:aCODqwZNfh8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"S Yu, J Weng, F Liu, H Huo, J Lu, J Hu…","Research on the Innovation Trend Direction of Fitness Products Based on the Construction Method of Patent Knowledge Graph",2024,"Design Studies and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3233/FAIA231426","",88,"2026-07-07 10:25:49","","10.3233/FAIA231426","",,,,,,0,0.00,0,7,2,"… 2.2 Patent Knowledge Graph Construction Method Creating a knowledge graph entails data … , a keyword extraction algorithm, and social network analysis to visualize the fitness product …","https://journals.sagepub.com/doi/pdf/10.3233/FAIA231426","https://scholar.google.com/scholar?q=related:o4Xvgnpo4W8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"T Pu, M Huang, J Yang","Migration knowledge graph framework and its application",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1955/1/012071/meta","https://scholar.google.com/scholar?cites=16971288128049992474&as_sdt=2005&sciodt=2007&hl=en",89,"2026-07-07 10:25:49","","10.1088/1742-6596/1955/1/012071","",,,,,,2,0.40,1,3,5,"… knowledge graph was proposed for the first time in [7]. In [8], a medical knowledge graph is … For visual analysis of GMDs, social network analysis techniques are often used to output …","https://iopscience.iop.org/article/10.1088/1742-6596/1955/1/012071/pdf","https://scholar.google.com/scholar?q=related:GlM5faIghusJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
77,"H Yu, H Li, D Mao, Q Cai","A domain knowledge graph construction method based on Wikipedia",2021,"Journal of Information Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0165551520932510","https://scholar.google.com/scholar?cites=4374906250137196802&as_sdt=2005&sciodt=2007&hl=en",90,"2026-07-07 10:25:49","","10.1177/0165551520932510","",,,,,,77,15.40,19,4,5,"… and delayed updating of the knowledge graph. Therefore, how to … knowledge graph construction, which directly determines the quality and scale of knowledge in the knowledge graph. …","https://www.researchgate.net/profile/Haisheng-Li/publication/342554787_A_domain_knowledge_graph_construction_method_based_on_Wikipedia/links/60287ec792851c4ed56de1bc/A-domain-knowledge-graph-construction-method-based-on-Wikipedia.pdf","https://scholar.google.com/scholar?q=related:AlkQJQ7KtjwJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
41,"D Zheng, M Wang, Q Gan, X Song, Z Zhang…","Scalable graph neural networks with deep graph library",2021,"Proceedings of the 14th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3437963.3441663","https://scholar.google.com/scholar?cites=9211364216704907419&as_sdt=2005&sciodt=2007&hl=en",91,"2026-07-07 10:25:49","","10.1145/3437963.3441663","",,,,,,41,8.20,7,6,5,"… a major role in many applications including social network analysis, marketing, ecommerce, … , target-ligand binding activity prediction, knowledge-graph completion, and product …","https://dl.acm.org/doi/pdf/10.1145/3437963.3441663","https://scholar.google.com/scholar?q=related:m7hwgfNW1X8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"N Wang, Z Guan, Y Guo","Primitive Knowledge Graph Construction Base on Eventelement Driven",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1995/1/012028/meta","https://scholar.google.com/scholar?cites=17990831085537026592&as_sdt=2005&sciodt=2007&hl=en",92,"2026-07-07 10:25:49","","10.1088/1742-6596/1995/1/012028","",,,,,,2,0.40,1,3,5,"… The method of studying social network analysis is mainly to use graph theory and non-parametric statistical techniques to describe the mode and evolution of people and groups …","https://iopscience.iop.org/article/10.1088/1742-6596/1995/1/012028/pdf","https://scholar.google.com/scholar?q=related:IGJ9g41FrPkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"T Zhang","What is known about climate change? A knowledge graph approach",2021,"","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:ca7b0dbb-18ce-4259-8c3a-5d2e89cb8de5","https://scholar.google.com/scholar?cites=1879652186826422169&as_sdt=2005&sciodt=2007&hl=en",93,"2026-07-07 10:25:49","","","",,,,,,1,0.20,1,1,5,"… in social network analysis but to a significantly less extent for semantic network and knowledge graph … borrowed from social network analysis and re-interpreted in semantic networks. …","https://ora.ox.ac.uk/objects/uuid:ca7b0dbb-18ce-4259-8c3a-5d2e89cb8de5/files/djd472w81q","https://scholar.google.com/scholar?q=related:mTcTgbTdFRoJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
206,"J Chicaiza, P Valdiviezo-Diaz","A comprehensive survey of knowledge graph-based recommender systems: Technologies, development, and contributions",2021,"Information","mdpi.com","https://www.mdpi.com/2078-2489/12/6/232","https://scholar.google.com/scholar?cites=9140084976793547605&as_sdt=2005&sciodt=2007&hl=en",94,"2026-07-07 10:25:49","HTML","","",,,,,,206,41.20,103,2,5,"… Recently, knowledge graph-based recommendations have attracted attention in academia … identify and analyze proposals related to knowledge graph-based recommender systems, (3) …","https://www.mdpi.com/2078-2489/12/6/232","https://scholar.google.com/scholar?q=related:VfOpMtwa2H4J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
14,"Z Luo, X Wang, Y Wang, H Zhang, Z Li","A personalized MOOC learning group and course recommendation method based on graph neural network and social network analysis",2024,"arXiv preprint arXiv:2410.10658","arxiv.org","https://arxiv.org/abs/2410.10658","https://scholar.google.com/scholar?cites=6134122097522219480&as_sdt=2005&sciodt=2007&hl=en",95,"2026-07-07 10:25:49","","","",,,,,,14,7.00,3,5,2,"… This study analysed the learning data of MOOC platforms and constructed a knowledge graph containing students, teachers, courses, and their interrelationships using the Neo4j graph …","https://arxiv.org/pdf/2410.10658","https://scholar.google.com/scholar?q=related:2JmvN4zHIFUJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"C Wu, F Wu","Design and Implementation of Node Degree Centrality Computing of Network Security Database Based on Knowledge Graph",2025,"Security and Privacy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spy2.473","https://scholar.google.com/scholar?cites=2295571433892618416&as_sdt=2005&sciodt=2007&hl=en",96,"2026-07-07 10:25:49","","10.1002/spy2.473","",,,,,,2,2.00,1,2,1,"… degree centrality within a knowledge graph-based network … on a network security knowledge graph derived from the CVE … development prospects of the knowledge graph-based node …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/spy2.473","https://scholar.google.com/scholar?q=related:sCC0gQ6C2x8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
38,"L Chen, X Tang, W Chen, Y Qian, Y Li…","DACHA: A dual graph convolution based temporal knowledge graph representation learning method using historical relation",2021,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3477051","https://scholar.google.com/scholar?cites=326168692676083587&as_sdt=2005&sciodt=2007&hl=en",97,"2026-07-07 10:25:49","","10.1145/3477051","",,,,,,38,7.60,6,6,5,"… Event based TKGs include temporally annotated knowledge, which have played crucial roles in various applications, eg, international relation prediction [9] and social network analysis […","https://dl.acm.org/doi/full/10.1145/3477051","https://scholar.google.com/scholar?q=related:g7_Pp7LIhgQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"G Vargas-Solar, A Josiowicz","Networks of Knowledge: Graph Analytics for Bridging Human and Data Sciences: ADBIS-2025 Tutorial - Exploring Intellectual Influence and Epistemic Violence",2025,"… Conference on Advances in Databases and …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-05281-0_16","",98,"2026-07-07 10:25:49","","10.1007/978-3-032-05281-0_16","",,,,,,0,0.00,0,2,1,"… Furthermore, network science in the Humanities, specifically social network analysis, have contributed to the study of scientific dynamics—specifically, the ways in which scientists cite, …","https://hal.science/hal-05378466/file/ADBIS_TUTORIAL.pdf","https://scholar.google.com/scholar?q=related:wUy19ajV5NUJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"Z Zhang, J Wang, B Li, X Lin, M Liu","Construction of a Person–Job Temporal Knowledge Graph Using Large Language Models",2025,"Big Data and Cognitive Computing","mdpi.com","https://www.mdpi.com/2504-2289/9/11/287","https://scholar.google.com/scholar?cites=18239213827052772069&as_sdt=2005&sciodt=2007&hl=en",99,"2026-07-07 10:25:49","HTML","","",,,,,,2,2.00,0,5,1,"… Human-Resources Temporal Knowledge Graph. We first formalize … On the other hand, Social Network Analysis (SNA) excels at … However, Social Network Analysis typically sacrifices the …","https://www.mdpi.com/2504-2289/9/11/287","https://scholar.google.com/scholar?q=related:5ZrfF1e0Hv0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"SX Li, HL Chen, L Liu, J Lu","Research on risk identification technology for power system supply chain based on knowledge graph",2024,"2024 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10935164/","https://scholar.google.com/scholar?cites=1316394882310368656&as_sdt=2005&sciodt=2007&hl=en",100,"2026-07-07 10:25:49","","","",,,,,,2,1.00,1,4,2,"… At present, the application of knowledge graph technology has … Social network analysis uses knowledge graphs for user … widespread applicability of knowledge graph technology, but …","","https://scholar.google.com/scholar?q=related:kG1AwCvGRBIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"N Garg, V Dubey, Y Dubey, S Soparia, H Gianey","Graph Databases for Social Network Analysis: Architecture, Algorithms, and Applications",,"researchgate.net","","https://www.researchgate.net/profile/Saket-Soparia/publication/403962809_Graph_Databases_for_Social_Network_Analysis_Architecture_Algorithms_and_Applications/links/69e4a14f68c2b872dfd6333d/Graph-Databases-for-Social-Network-Analysis-Architecture-Algorithms-and-Applications.pdf","",101,"2026-07-07 10:25:49","PDF","","",,,,,,0,0.00,0,5,,"… Asset knowledge graph … documentation from Neo4j, Inc., and the foundational research contributions of the graph database and social network analysis communities cited in this work. …","https://www.researchgate.net/profile/Saket-Soparia/publication/403962809_Graph_Databases_for_Social_Network_Analysis_Architecture_Algorithms_and_Applications/links/69e4a14f68c2b872dfd6333d/Graph-Databases-for-Social-Network-Analysis-Architecture-Algorithms-and-Applications.pdf","https://scholar.google.com/scholar?q=related:L6TS-SAJIlwJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Y Song, G Fu","Subgraph Filtering Method of Knowledge Graph Based on Domain Attributes",2024,"2024 5th International Conference on Machine …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10754185/","",102,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,2,2,"… The closely connected subgraphs obtained in this manner can achieve higher efficiency when conducting social network analysis and anomaly detection. Subgraph matching considers …","","https://scholar.google.com/scholar?q=related:McIGVJTlZZIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"N Ramadhania","PENGEMBANGAN KNOWLEDGE GRAPH PADA PERAWI HADIS BERDASARKAN SANADSET 650K",2025,"","etd.repository.ugm.ac.id","https://etd.repository.ugm.ac.id/penelitian/detail/266217","",103,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,1,1,"… knowledge graph dengan tujuan untuk mengetahui kredibilitas perawi dengan lebih efisien. Knowledge graph … Setiap perawi dianalisis menggunakan Social Network Analysis dengan …","","https://scholar.google.com/scholar?q=related:bCbGNNHq3QYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"HS Xie, S Yallapu, P Solanki…","Integrating Artificial Intelligence and Social Network Systems to Enhance Contracting Efficiency",2026,"… Conference on Artificial …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11440498/","",104,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,4,1,"… Simultaneously, a Knowledge Graph organizes contractual … risk assessment with social network analysis to identify key … Next, this paper utilizes social network analysis (SNA) tools …","","https://scholar.google.com/scholar?q=related:OlF2PmES0KwJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"G Wang, L Wang, S Liu, H Shi, L Pan","ICKG: An I Ching Knowledge Graph Tool Revealing Ancient Wisdom",2022,"CCF Conference on Computer …","Springer","https://link.springer.com/chapter/10.1007/978-981-99-2385-4_5","",105,"2026-07-07 10:25:49","","10.1007/978-981-99-2385-4_5","",,,,,,0,0.00,0,5,4,"… Various applications [7] based on knowledge graphs have been used in industry, including internet financial, recommendation systems, social network analysis, and other areas. Public …","https://www.researchgate.net/profile/Shijun-Liu-5/publication/370747951_ICKG_An_I_Ching_Knowledge_Graph_Tool_Revealing_Ancient_Wisdom/links/64f9bf2fe098013a83dc8054/ICKG-An-I-Ching-Knowledge-Graph-Tool-Revealing-Ancient-Wisdom.pdf","https://scholar.google.com/scholar?q=related:2NpI8IqYFr0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
15,"H Byeon, V Chunduri, G Narang, FY Alghayadh…","Deep learning model for recommendation system using web of things based knowledge graph mining",2025,"… Oriented Computing and …","Springer","https://link.springer.com/article/10.1007/s11761-024-00409-8","https://scholar.google.com/scholar?cites=14260854545463562334&as_sdt=2005&sciodt=2007&hl=en",106,"2026-07-07 10:25:49","","10.1007/s11761-024-00409-8","",,,,,,15,15.00,3,5,1,"… social connection data and knowledge graph representation learning mines item … knowledge graph, multi-task training, training the recommendation module, and the knowledge graph …","https://www.researchgate.net/profile/Haewon-Byeon/publication/380891542_Deep_learning_model_for_recommendation_system_using_web_of_things_based_knowledge_graph_mining/links/6653bd3e22a7f16b4f4ec0ce/Deep-learning-model-for-recommendation-system-using-web-of-things-based-knowledge-graph-mining.pdf","https://scholar.google.com/scholar?q=related:XtDe36a76MUJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"Z Tang, Y Chi","Research on the Impact of Corporate Serial Emergencies Based on Knowledge Graph",2025,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050925024330","https://scholar.google.com/scholar?cites=10154871550840063781&as_sdt=2005&sciodt=2007&hl=en",107,"2026-07-07 10:25:49","","","",,,,,,1,1.00,1,2,1,"… Techniques such as network analysis and knowledge graph … [10], and enriching knowledge graph-based exploration of … framework that combines knowledge graph techniques with …","https://www.sciencedirect.com/science/article/pii/S1877050925024330/pdf?md5=63d6fb356af7362d4df229931de5e20e&pid=1-s2.0-S1877050925024330-main.pdf","https://scholar.google.com/scholar?q=related:JceKZ99Z7YwJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
18,"H Li, B Yu, Y Wei, K Wang, RY Da Xu…","Kermit: Knowledge graph completion of enhanced relation modeling with inverse transformation",2025,"Knowledge-Based Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950705125005465","https://scholar.google.com/scholar?cites=13260916092467008359&as_sdt=2005&sciodt=2007&hl=en",108,"2026-07-07 10:25:49","","","",,,,,,18,18.00,3,6,1,"… Knowledge graph completion (KGC) revolves around populating missing triples in a knowledge graph using available information. Text-based methods, which depend on textual …","https://arxiv.org/pdf/2309.14770","https://scholar.google.com/scholar?q=related:Z9PBP-08CLgJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"G Ovono, T Zuva, T Otunnyi","Optimal Algorithm Selection for Scholarly Recommender Systems: A Comparative Analysis of Novelty, Serendipity, and Knowledge Graph Approaches",2025,"… of the Computational Methods in Systems …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-20749-4_31","",109,"2026-07-07 10:25:49","","10.1007/978-3-032-20749-4_31","",,,,,,0,0.00,0,3,1,"… recommendation rate; and the multilayer knowledge graph as optimal to envisage complete … Information Networks (BisoNets), topic diversification, and social network analysis. …","","https://scholar.google.com/scholar?q=related:J9RF4MmU-CsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
